id,title,difficulty,url
1307,Verbal Arithmetic Puzzle,Hard,https://leetcode.com/problems/verbal-arithmetic-puzzle
1309,Decrypt String from Alphabet to Integer Mapping,Easy,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping
1310,XOR Queries of a Subarray,Medium,https://leetcode.com/problems/xor-queries-of-a-subarray
1311,Get Watched Videos by Your Friends,Medium,https://leetcode.com/problems/get-watched-videos-by-your-friends
1312,Minimum Insertion Steps to Make a String Palindrome,Hard,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome
1313,Decompress Run-Length Encoded List,Easy,https://leetcode.com/problems/decompress-run-length-encoded-list
1314,Matrix Block Sum,Medium,https://leetcode.com/problems/matrix-block-sum
1315,Sum of Nodes with Even-Valued Grandparent,Medium,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent
1316,Distinct Echo Substrings,Hard,https://leetcode.com/problems/distinct-echo-substrings
1317,Convert Integer to the Sum of Two No-Zero Integers,Easy,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers
1318,Minimum Flips to Make a OR b Equal to c,Medium,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c
1319,Number of Operations to Make Network Connected,Medium,https://leetcode.com/problems/number-of-operations-to-make-network-connected
1320,Minimum Distance to Type a Word Using Two Fingers,Hard,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers
1323,Maximum 69 Number,Easy,https://leetcode.com/problems/maximum-69-number
1324,Print Words Vertically,Medium,https://leetcode.com/problems/print-words-vertically
1325,Delete Leaves With a Given Value,Medium,https://leetcode.com/problems/delete-leaves-with-a-given-value
1326,Minimum Number of Taps to Open to Water a Garden,Hard,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden
1328,Break a Palindrome,Medium,https://leetcode.com/problems/break-a-palindrome
1329,Sort the Matrix Diagonally,Medium,https://leetcode.com/problems/sort-the-matrix-diagonally
1330,Reverse Subarray To Maximize Array Value,Hard,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value
1331,Rank Transform of an Array,Easy,https://leetcode.com/problems/rank-transform-of-an-array
1332,Remove Palindromic Subsequences,Easy,https://leetcode.com/problems/remove-palindromic-subsequences
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",Medium,https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,Medium,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance
1335,Minimum Difficulty of a Job Schedule,Hard,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule
1337,The K Weakest Rows in a Matrix,Easy,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix
1338,Reduce Array Size to The Half,Medium,https://leetcode.com/problems/reduce-array-size-to-the-half
1339,Maximum Product of Splitted Binary Tree,Medium,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree
1340,Jump Game V,Hard,https://leetcode.com/problems/jump-game-v
1342,Number of Steps to Reduce a Number to Zero,Easy,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Medium,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold
1344,Angle Between Hands of a Clock,Medium,https://leetcode.com/problems/angle-between-hands-of-a-clock
1345,Jump Game IV,Hard,https://leetcode.com/problems/jump-game-iv
1346,Check If N and Its Double Exist,Easy,https://leetcode.com/problems/check-if-n-and-its-double-exist
1347,Minimum Number of Steps to Make Two Strings Anagram,Medium,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram
1348,Tweet Counts Per Frequency,Medium,https://leetcode.com/problems/tweet-counts-per-frequency
1349,Maximum Students Taking Exam,Hard,https://leetcode.com/problems/maximum-students-taking-exam
1351,Count Negative Numbers in a Sorted Matrix,Easy,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix
1352,Product of the Last K Numbers,Medium,https://leetcode.com/problems/product-of-the-last-k-numbers
1353,Maximum Number of Events That Can Be Attended,Medium,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended
1354,Construct Target Array With Multiple Sums,Hard,https://leetcode.com/problems/construct-target-array-with-multiple-sums
1356,Sort Integers by The Number of 1 Bits,Easy,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits
1357,Apply Discount Every n Orders,Medium,https://leetcode.com/problems/apply-discount-every-n-orders
1358,Number of Substrings Containing All Three Characters,Medium,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters
1359,Count All Valid Pickup and Delivery Options,Hard,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options
1360,Number of Days Between Two Dates,Easy,https://leetcode.com/problems/number-of-days-between-two-dates
1361,Validate Binary Tree Nodes,Medium,https://leetcode.com/problems/validate-binary-tree-nodes
1362,Closest Divisors,Medium,https://leetcode.com/problems/closest-divisors
1363,Largest Multiple of Three,Hard,https://leetcode.com/problems/largest-multiple-of-three
1365,How Many Numbers Are Smaller Than the Current Number,Easy,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number
1366,Rank Teams by Votes,Medium,https://leetcode.com/problems/rank-teams-by-votes
1367,Linked List in Binary Tree,Medium,https://leetcode.com/problems/linked-list-in-binary-tree
1368,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid
1370,Increasing Decreasing String,Easy,https://leetcode.com/problems/increasing-decreasing-string
1371,Find the Longest Substring Containing Vowels in Even Counts,Medium,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts
1372,Longest ZigZag Path in a Binary Tree,Medium,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree
1373,Maximum Sum BST in Binary Tree,Hard,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree
1374,Generate a String With Characters That Have Odd Counts,Easy,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts
1375,Bulb Switcher III,Medium,https://leetcode.com/problems/bulb-switcher-iii
1376,Time Needed to Inform All Employees,Medium,https://leetcode.com/problems/time-needed-to-inform-all-employees
1377,Frog Position After T Seconds,Hard,https://leetcode.com/problems/frog-position-after-t-seconds
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Medium,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree
1380,Lucky Numbers in a Matrix,Easy,https://leetcode.com/problems/lucky-numbers-in-a-matrix
1381,Design a Stack With Increment Operation,Medium,https://leetcode.com/problems/design-a-stack-with-increment-operation
1382,Balance a Binary Search Tree,Medium,https://leetcode.com/problems/balance-a-binary-search-tree
1383,Maximum Performance of a Team,Hard,https://leetcode.com/problems/maximum-performance-of-a-team
1385,Find the Distance Value Between Two Arrays,Easy,https://leetcode.com/problems/find-the-distance-value-between-two-arrays
1386,Cinema Seat Allocation,Medium,https://leetcode.com/problems/cinema-seat-allocation
1387,Sort Integers by The Power Value,Medium,https://leetcode.com/problems/sort-integers-by-the-power-value
1388,Pizza With 3n Slices,Hard,https://leetcode.com/problems/pizza-with-3n-slices
1389,Create Target Array in the Given Order,Easy,https://leetcode.com/problems/create-target-array-in-the-given-order
1390,Four Divisors,Medium,https://leetcode.com/problems/four-divisors
1391,Check if There is a Valid Path in a Grid,Medium,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid
1392,Longest Happy Prefix,Hard,https://leetcode.com/problems/longest-happy-prefix
1394,Find Lucky Integer in an Array,Easy,https://leetcode.com/problems/find-lucky-integer-in-an-array
1395,Count Number of Teams,Medium,https://leetcode.com/problems/count-number-of-teams
1396,Design Underground System,Medium,https://leetcode.com/problems/design-underground-system
1397,Find All Good Strings,Hard,https://leetcode.com/problems/find-all-good-strings
1399,Count Largest Group,Easy,https://leetcode.com/problems/count-largest-group
1400,Construct K Palindrome Strings,Medium,https://leetcode.com/problems/construct-k-palindrome-strings
1401,Circle and Rectangle Overlapping,Medium,https://leetcode.com/problems/circle-and-rectangle-overlapping
1402,Reducing Dishes,Hard,https://leetcode.com/problems/reducing-dishes
1403,Minimum Subsequence in Non-Increasing Order,Easy,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order
1404,Number of Steps to Reduce a Number in Binary Representation to One,Medium,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one
1405,Longest Happy String,Medium,https://leetcode.com/problems/longest-happy-string
1406,Stone Game III,Hard,https://leetcode.com/problems/stone-game-iii
1408,String Matching in an Array,Easy,https://leetcode.com/problems/string-matching-in-an-array
1409,Queries on a Permutation With Key,Medium,https://leetcode.com/problems/queries-on-a-permutation-with-key
1410,HTML Entity Parser,Medium,https://leetcode.com/problems/html-entity-parser
1411,Number of Ways to Paint N × 3 Grid,Hard,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid
1413,Minimum Value to Get Positive Step by Step Sum,Easy,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Medium,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k
1415,The k-th Lexicographical String of All Happy Strings of Length n,Medium,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n
1416,Restore The Array,Hard,https://leetcode.com/problems/restore-the-array
1417,Reformat The String,Easy,https://leetcode.com/problems/reformat-the-string
1418,Display Table of Food Orders in a Restaurant,Medium,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant
1419,Minimum Number of Frogs Croaking,Medium,https://leetcode.com/problems/minimum-number-of-frogs-croaking
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons
1422,Maximum Score After Splitting a String,Easy,https://leetcode.com/problems/maximum-score-after-splitting-a-string
1423,Maximum Points You Can Obtain from Cards,Medium,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards
1424,Diagonal Traverse II,Medium,https://leetcode.com/problems/diagonal-traverse-ii
1425,Constrained Subsequence Sum,Hard,https://leetcode.com/problems/constrained-subsequence-sum
1431,Kids With the Greatest Number of Candies,Easy,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies
1432,Max Difference You Can Get From Changing an Integer,Medium,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer
1433,Check If a String Can Break Another String,Medium,https://leetcode.com/problems/check-if-a-string-can-break-another-string
1434,Number of Ways to Wear Different Hats to Each Other,Hard,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other
1436,Destination City,Easy,https://leetcode.com/problems/destination-city
1437,Check If All 1's Are at Least Length K Places Away,Easy,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows
1441,Build an Array With Stack Operations,Easy,https://leetcode.com/problems/build-an-array-with-stack-operations
1442,Count Triplets That Can Form Two Arrays of Equal XOR,Medium,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor
1443,Minimum Time to Collect All Apples in a Tree,Medium,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree
1444,Number of Ways of Cutting a Pizza,Hard,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza
1446,Consecutive Characters,Easy,https://leetcode.com/problems/consecutive-characters
1447,Simplified Fractions,Medium,https://leetcode.com/problems/simplified-fractions
1448,Count Good Nodes in Binary Tree,Medium,https://leetcode.com/problems/count-good-nodes-in-binary-tree
1449,Form Largest Integer With Digits That Add up to Target,Hard,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target
1450,Number of Students Doing Homework at a Given Time,Easy,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time
1451,Rearrange Words in a Sentence,Medium,https://leetcode.com/problems/rearrange-words-in-a-sentence
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list
1453,Maximum Number of Darts Inside of a Circular Dartboard,Hard,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Easy,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence
1456,Maximum Number of Vowels in a Substring of Given Length,Medium,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length
1457,Pseudo-Palindromic Paths in a Binary Tree,Medium,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree
1458,Max Dot Product of Two Subsequences,Hard,https://leetcode.com/problems/max-dot-product-of-two-subsequences
1460,Make Two Arrays Equal by Reversing Sub-arrays,Easy,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays
1461,Check If a String Contains All Binary Codes of Size K,Medium,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k
1462,Course Schedule IV,Medium,https://leetcode.com/problems/course-schedule-iv
1463,Cherry Pickup II,Hard,https://leetcode.com/problems/cherry-pickup-ii
1464,Maximum Product of Two Elements in an Array,Easy,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Medium,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts
1466,Reorder Routes to Make All Paths Lead to the City Zero,Medium,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,Hard,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls
1470,Shuffle the Array,Easy,https://leetcode.com/problems/shuffle-the-array
1471,The k Strongest Values in an Array,Medium,https://leetcode.com/problems/the-k-strongest-values-in-an-array
1472,Design Browser History,Medium,https://leetcode.com/problems/design-browser-history
1473,Paint House III,Hard,https://leetcode.com/problems/paint-house-iii
1475,Final Prices With a Special Discount in a Shop,Easy,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop
1476,Subrectangle Queries,Medium,https://leetcode.com/problems/subrectangle-queries
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,Medium,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum
1478,Allocate Mailboxes,Hard,https://leetcode.com/problems/allocate-mailboxes
1480,Running Sum of 1d Array,Easy,https://leetcode.com/problems/running-sum-of-1d-array
1481,Least Number of Unique Integers after K Removals,Medium,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals
1482,Minimum Number of Days to Make m Bouquets,Medium,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets
1483,Kth Ancestor of a Tree Node,Hard,https://leetcode.com/problems/kth-ancestor-of-a-tree-node
1486,XOR Operation in an Array,Easy,https://leetcode.com/problems/xor-operation-in-an-array
1487,Making File Names Unique,Medium,https://leetcode.com/problems/making-file-names-unique
1488,Avoid Flood in The City,Medium,https://leetcode.com/problems/avoid-flood-in-the-city
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,Hard,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree
1491,Average Salary Excluding the Minimum and Maximum Salary,Easy,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary
1492,The kth Factor of n,Medium,https://leetcode.com/problems/the-kth-factor-of-n
1493,Longest Subarray of 1's After Deleting One Element,Medium,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element
1494,Parallel Courses II,Hard,https://leetcode.com/problems/parallel-courses-ii
1496,Path Crossing,Easy,https://leetcode.com/problems/path-crossing
1497,Check If Array Pairs Are Divisible by k,Medium,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k
1498,Number of Subsequences That Satisfy the Given Sum Condition,Medium,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition
1499,Max Value of Equation,Hard,https://leetcode.com/problems/max-value-of-equation
1502,Can Make Arithmetic Progression From Sequence,Easy,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence
1503,Last Moment Before All Ants Fall Out of a Plank,Medium,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank
1504,Count Submatrices With All Ones,Medium,https://leetcode.com/problems/count-submatrices-with-all-ones
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,Hard,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits
1507,Reformat Date,Easy,https://leetcode.com/problems/reformat-date
1508,Range Sum of Sorted Subarray Sums,Medium,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,Medium,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves
1510,Stone Game IV,Hard,https://leetcode.com/problems/stone-game-iv
1512,Number of Good Pairs,Easy,https://leetcode.com/problems/number-of-good-pairs
1513,Number of Substrings With Only 1s,Medium,https://leetcode.com/problems/number-of-substrings-with-only-1s
1514,Path with Maximum Probability,Medium,https://leetcode.com/problems/path-with-maximum-probability
1515,Best Position for a Service Centre,Hard,https://leetcode.com/problems/best-position-for-a-service-centre
1518,Water Bottles,Easy,https://leetcode.com/problems/water-bottles
1519,Number of Nodes in the Sub-Tree With the Same Label,Medium,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label
1520,Maximum Number of Non-Overlapping Substrings,Hard,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings
1521,Find a Value of a Mysterious Function Closest to Target,Hard,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target
1523,Count Odd Numbers in an Interval Range,Easy,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range
1524,Number of Sub-arrays With Odd Sum,Medium,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum
1525,Number of Good Ways to Split a String,Medium,https://leetcode.com/problems/number-of-good-ways-to-split-a-string
1526,Minimum Number of Increments on Subarrays to Form a Target Array,Hard,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array
1528,Shuffle String,Easy,https://leetcode.com/problems/shuffle-string
1529,Bulb Switcher IV,Medium,https://leetcode.com/problems/bulb-switcher-iv
1530,Number of Good Leaf Nodes Pairs,Medium,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs
1531,String Compression II,Hard,https://leetcode.com/problems/string-compression-ii
1534,Count Good Triplets,Easy,https://leetcode.com/problems/count-good-triplets
1535,Find the Winner of an Array Game,Medium,https://leetcode.com/problems/find-the-winner-of-an-array-game
1536,Minimum Swaps to Arrange a Binary Grid,Medium,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid
1537,Get the Maximum Score,Hard,https://leetcode.com/problems/get-the-maximum-score
1539,Kth Missing Positive Number,Easy,https://leetcode.com/problems/kth-missing-positive-number
1540,Can Convert String in K Moves,Medium,https://leetcode.com/problems/can-convert-string-in-k-moves
1541,Minimum Insertions to Balance a Parentheses String,Medium,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string
1542,Find Longest Awesome Substring,Hard,https://leetcode.com/problems/find-longest-awesome-substring
1544,Make The String Great,Easy,https://leetcode.com/problems/make-the-string-great
1545,Find Kth Bit in Nth Binary String,Medium,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,Medium,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target
1547,Minimum Cost to Cut a Stick,Hard,https://leetcode.com/problems/minimum-cost-to-cut-a-stick
1550,Three Consecutive Odds,Easy,https://leetcode.com/problems/three-consecutive-odds
1551,Minimum Operations to Make Array Equal,Medium,https://leetcode.com/problems/minimum-operations-to-make-array-equal
1552,Magnetic Force Between Two Balls,Medium,https://leetcode.com/problems/magnetic-force-between-two-balls
1553,Minimum Number of Days to Eat N Oranges,Hard,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges
1556,Thousand Separator,Easy,https://leetcode.com/problems/thousand-separator
1557,Minimum Number of Vertices to Reach All Nodes,Medium,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes
1558,Minimum Numbers of Function Calls to Make Target Array,Medium,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array
1559,Detect Cycles in 2D Grid,Hard,https://leetcode.com/problems/detect-cycles-in-2d-grid
1560,Most Visited Sector in  a Circular Track,Easy,https://leetcode.com/problems/most-visited-sector-in-a-circular-track
1561,Maximum Number of Coins You Can Get,Medium,https://leetcode.com/problems/maximum-number-of-coins-you-can-get
1562,Find Latest Group of Size M,Medium,https://leetcode.com/problems/find-latest-group-of-size-m
1563,Stone Game V,Hard,https://leetcode.com/problems/stone-game-v
1566,Detect Pattern of Length M Repeated K or More Times,Easy,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times
1567,Maximum Length of Subarray With Positive Product,Medium,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product
1568,Minimum Number of Days to Disconnect Island,Hard,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island
1569,Number of Ways to Reorder Array to Get Same BST,Hard,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst
1572,Matrix Diagonal Sum,Easy,https://leetcode.com/problems/matrix-diagonal-sum
1573,Number of Ways to Split a String,Medium,https://leetcode.com/problems/number-of-ways-to-split-a-string
1574,Shortest Subarray to be Removed to Make Array Sorted,Medium,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted
1575,Count All Possible Routes,Hard,https://leetcode.com/problems/count-all-possible-routes
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,Easy,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,Medium,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers
1578,Minimum Deletion Cost to Avoid Repeating Letters,Medium,https://leetcode.com/problems/minimum-deletion-cost-to-avoid-repeating-letters
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,Hard,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable
1582,Special Positions in a Binary Matrix,Easy,https://leetcode.com/problems/special-positions-in-a-binary-matrix
1583,Count Unhappy Friends,Medium,https://leetcode.com/problems/count-unhappy-friends
1584,Min Cost to Connect All Points,Medium,https://leetcode.com/problems/min-cost-to-connect-all-points
1585,Check If String Is Transformable With Substring Sort Operations,Hard,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations
1588,Sum of All Odd Length Subarrays,Easy,https://leetcode.com/problems/sum-of-all-odd-length-subarrays
1589,Maximum Sum Obtained of Any Permutation,Medium,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation
1590,Make Sum Divisible by P,Medium,https://leetcode.com/problems/make-sum-divisible-by-p
1591,Strange Printer II,Hard,https://leetcode.com/problems/strange-printer-ii
1592,Rearrange Spaces Between Words,Easy,https://leetcode.com/problems/rearrange-spaces-between-words
1593,Split a String Into the Max Number of Unique Substrings,Medium,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings
1594,Maximum Non Negative Product in a Matrix,Medium,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix
1595,Minimum Cost to Connect Two Groups of Points,Hard,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points
1598,Crawler Log Folder,Easy,https://leetcode.com/problems/crawler-log-folder
1599,Maximum Profit of Operating a Centennial Wheel,Medium,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel
1600,Throne Inheritance,Medium,https://leetcode.com/problems/throne-inheritance
1601,Maximum Number of Achievable Transfer Requests,Hard,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests
1603,Design Parking System,Easy,https://leetcode.com/problems/design-parking-system
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,Medium,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period
1605,Find Valid Matrix Given Row and Column Sums,Medium,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums
1606,Find Servers That Handled Most Number of Requests,Hard,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests
1608,Special Array With X Elements Greater Than or Equal X,Easy,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x
1609,Even Odd Tree,Medium,https://leetcode.com/problems/even-odd-tree
1610,Maximum Number of Visible Points,Hard,https://leetcode.com/problems/maximum-number-of-visible-points
1611,Minimum One Bit Operations to Make Integers Zero,Hard,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero
1614,Maximum Nesting Depth of the Parentheses,Easy,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses
1615,Maximal Network Rank,Medium,https://leetcode.com/problems/maximal-network-rank
1616,Split Two Strings to Make Palindrome,Medium,https://leetcode.com/problems/split-two-strings-to-make-palindrome
1617,Count Subtrees With Max Distance Between Cities,Hard,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities
1619,Mean of Array After Removing Some Elements,Easy,https://leetcode.com/problems/mean-of-array-after-removing-some-elements
1620,Coordinate With Maximum Network Quality,Medium,https://leetcode.com/problems/coordinate-with-maximum-network-quality
1621,Number of Sets of K Non-Overlapping Line Segments,Medium,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments
1622,Fancy Sequence,Hard,https://leetcode.com/problems/fancy-sequence
1624,Largest Substring Between Two Equal Characters,Easy,https://leetcode.com/problems/largest-substring-between-two-equal-characters
1625,Lexicographically Smallest String After Applying Operations,Medium,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations
1626,Best Team With No Conflicts,Medium,https://leetcode.com/problems/best-team-with-no-conflicts
1627,Graph Connectivity With Threshold,Hard,https://leetcode.com/problems/graph-connectivity-with-threshold
1629,Slowest Key,Easy,https://leetcode.com/problems/slowest-key
1630,Arithmetic Subarrays,Medium,https://leetcode.com/problems/arithmetic-subarrays
1631,Path With Minimum Effort,Medium,https://leetcode.com/problems/path-with-minimum-effort
1632,Rank Transform of a Matrix,Hard,https://leetcode.com/problems/rank-transform-of-a-matrix
1636,Sort Array by Increasing Frequency,Easy,https://leetcode.com/problems/sort-array-by-increasing-frequency
1637,Widest Vertical Area Between Two Points Containing No Points,Medium,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points
1638,Count Substrings That Differ by One Character,Medium,https://leetcode.com/problems/count-substrings-that-differ-by-one-character
1639,Number of Ways to Form a Target String Given a Dictionary,Hard,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary
1640,Check Array Formation Through Concatenation,Easy,https://leetcode.com/problems/check-array-formation-through-concatenation
1641,Count Sorted Vowel Strings,Medium,https://leetcode.com/problems/count-sorted-vowel-strings
1642,Furthest Building You Can Reach,Medium,https://leetcode.com/problems/furthest-building-you-can-reach
1643,Kth Smallest Instructions,Hard,https://leetcode.com/problems/kth-smallest-instructions
1646,Get Maximum in Generated Array,Easy,https://leetcode.com/problems/get-maximum-in-generated-array
1647,Minimum Deletions to Make Character Frequencies Unique,Medium,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique
1648,Sell Diminishing-Valued Colored Balls,Medium,https://leetcode.com/problems/sell-diminishing-valued-colored-balls
